Location,"Lat,Long",Borehole ,Depth(ft),Depth-Z(m),GWT(m),N-06,N-12,N-18,N -Value,σv,σv',CE,CB,CS,CR,CN,(N1)60,Soil Type ,Soil USCS,FC,FCI,rd,CSR7.5,CRR,Rp,a(max),g,Mw,MSF,FS,Liquefaction,SL,γ,γw
"Md. Abdul Kadir Torafdar, Kumargoan, 27.12.2021(03)",,02,50.0,15.24,1.8288000000000002,10.0,10.0,8.0,18.0,266.70000000000005,135.13612800000004,0.6,1.0,1.0,1.0,0.9010990639098616,10.0,Grey fine sand,SM,18.0,2.0,0.7714,0.3562435718152291,0.14480365188839478,,3.5316,9.81,7.5,0.9996389409159898,0.40632696465765294,Liquefiable,,17.5,9.81
"Md. Abdul Kadir Torafdar, Kumargoan, 27.12.2021(03)",,02,55.0,16.764,1.8288000000000002,8.0,15.0,25.0,40.0,293.37,146.85568800000001,0.6,1.0,1.0,1.0,0.8732872020398897,21.0,Grey fine sand,SM,18.0,2.0,0.74854,0.3499095525207031,0.30450760316017084,,3.5316,9.81,7.5,0.9996389409159898,0.86993240319122,Liquefiable,,17.5,9.81
"Md. Abdul Kadir Torafdar, Kumargoan, 27.12.2021(03)",,02,60.0,18.288,1.8288000000000002,17.0,24.0,26.0,50.0,320.04,158.57524800000002,0.6,1.0,1.0,1.0,0.8476118392198295,25.0,Grey fine sand,SM,18.0,2.0,0.72568,0.34271244377811094,0.5076423449926283,,3.5316,9.81,7.5,0.9996389409159898,1.480713832617921,Not liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,01,5.0,1.524,1.2192,2.0,4.0,4.0,8.0,27.432000000000002,24.441912000000002,0.6,1.0,1.0,0.75,1.4729290110305684,5.0,Redish lose sand,,,,0.97714,0.2566226262626262,0.08789561549297685,,3.5316,9.81,7.5,0.9996389409159898,0.3423855536909634,Liquefiable,,18.0,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,01,10.0,3.048,1.2192,5.0,9.0,13.0,22.0,53.34,35.399472,0.6,1.0,1.0,0.75,1.349065572700317,13.0,Grey fine sand,SM,18.0,2.0,0.95428,0.3364712071637678,0.1784741295160875,,3.5316,9.81,7.5,0.9996389409159898,0.5302376132396048,Liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,01,15.0,4.572,1.2192,4.0,3.0,8.0,11.0,80.01,47.119032000000004,0.6,1.0,1.0,0.85,1.2534318995780744,7.0,Redish sandy clay,SM,18.0,2.0,0.93142,0.37009168445565693,0.12322051478009632,,3.5316,9.81,7.5,0.9996389409159898,0.3328257025689997,Liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,01,20.0,6.096,1.2192,10.0,18.0,20.0,38.0,106.68,58.838592,0.6,1.0,1.0,0.95,1.1791531475536805,26.0,Redish fine sand,SM,18.0,2.0,0.90856,0.385469664318276,0.5158354868509435,,3.5316,9.81,7.5,0.9996389409159898,1.3377167842105417,Not liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,01,25.0,7.62,1.2192,15.0,23.0,27.0,50.0,133.35000000000002,70.558152,0.6,1.0,1.0,0.95,1.1184117545127132,32.0,Grey fine sand,SM,18.0,2.0,0.8857,0.39169526761415185,1.8513118456404205,,3.5316,9.81,7.5,0.9996389409159898,4.724701995900124,Not liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,01,30.0,9.144,1.2192,19.0,25.0,25.0,50.0,160.02,82.27771200000001,0.6,1.0,1.0,0.95,1.06702579787435,30.0,Redish fine sand,SM,18.0,2.0,0.86284,0.3926794621026895,1.2772499577929788,,3.5316,9.81,7.5,0.9996389409159898,3.2514784151335965,Not liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,03,5.0,1.524,1.2192,1.0,2.0,3.0,5.0,27.432000000000002,24.441912000000002,0.6,1.0,1.0,0.75,1.4729290110305684,3.0,Redish lose sand,,,,0.97714,0.2566226262626262,0.07678501874276449,,3.5316,9.81,7.5,0.9996389409159898,0.29910571773074485,Liquefiable,,18.0,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,03,10.0,3.048,1.2192,4.0,2.0,3.0,5.0,54.864000000000004,36.923472000000004,0.6,1.0,1.0,0.75,1.3349701470252342,3.0,,,,,0.95428,0.3318001783060921,0.07514988405582121,,3.5316,9.81,7.5,0.9996389409159898,0.22640961463926143,Liquefiable,,18.0,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,03,15.0,4.572,1.2192,20.0,30.0,20.0,50.0,80.01,47.119032000000004,0.6,1.0,1.0,0.85,1.2534318995780744,32.0,Grey fine sand,SM,18.0,2.0,0.93142,0.37009168445565693,1.89622932881076,,3.5316,9.81,7.5,0.9996389409159898,5.121824557539724,Not liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,03,20.0,6.096,1.2192,30.0,50.0,,50.0,106.68,58.838592,0.6,1.0,1.0,0.95,1.1791531475536805,34.0,Grey fine sand,SM,18.0,2.0,0.90856,0.385469664318276,3.0888740179696415,,3.5316,9.81,7.5,0.9996389409159898,8.010380680427756,Not liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,03,25.0,7.62,1.2192,39.0,50.0,,50.0,133.35000000000002,70.558152,0.6,1.0,1.0,0.95,1.1184117545127132,32.0,Redish fine sand,SM,18.0,2.0,0.8857,0.39169526761415185,1.8513118456404205,,3.5316,9.81,7.5,0.9996389409159898,4.724701995900124,Not liquefiable,,17.5,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,02,5.0,1.524,1.2192,2.0,3.0,3.0,6.0,27.432000000000002,24.441912000000002,0.6,1.0,1.0,0.75,1.4729290110305684,4.0,Brown lose sand,,,,0.97714,0.2566226262626262,0.08036811185759804,,3.5316,9.81,7.5,0.9996389409159898,0.3130631752576973,Liquefiable,,18.0,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,02,10.0,3.048,1.2192,4.0,7.0,8.0,15.0,54.864000000000004,36.923472000000004,0.6,1.0,1.0,0.75,1.3349701470252342,9.0,Brown fine sand,,,,0.95428,0.3318001783060921,0.11128847722072756,,3.5316,9.81,7.5,0.9996389409159898,0.33528702749054173,Liquefiable,,18.0,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,02,15.0,4.572,1.2192,13.0,20.0,30.0,50.0,82.296,49.405032000000006,0.6,1.0,1.0,0.85,1.2375892842679213,32.0,Redish fine sand,,,,0.93142,0.3630521043864519,0.6021668182780034,,3.5316,9.81,7.5,0.9996389409159898,1.658024821245569,Not liquefiable,,18.0,9.81
"Muhammad Murshed Alam, Akhakia, 01.01.2022(03)",,02,20.0,6.096,1.2192,40.0,50.0,,50.0,109.72800000000001,61.886592,0.6,1.0,1.0,0.95,1.1622637397492572,33.0,,,,,0.90856,0.3769557446808511,0.7754520950566425,,3.5316,9.81,7.5,0.9996389409159898,2.05640084272971,Not liquefiable,,18.0,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,5.0,1.524,1.524,1.0,1.0,2.0,3.0,28.194,28.194,0.6,1.0,1.0,0.75,1.4251724411981872,2.0,Grey soft clay,CL,70.0,3.0,0.97714,0.22865075999999998,0.10014567226450034,,3.5316,9.81,7.5,0.9996389409159898,0.43782716383625814,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,10.0,3.048,1.524,1.0,1.0,1.0,2.0,56.388,41.43756,0.6,1.0,1.0,0.75,1.2963995822261325,1.0,Grey soft clay,CL,70.0,3.0,0.95428,0.3038674600956234,0.09447453699244027,,3.5316,9.81,7.5,0.9996389409159898,0.3107947987353837,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,15.0,4.572,1.524,1.0,1.0,1.0,2.0,84.582,54.68111999999999,0.6,1.0,1.0,0.85,1.2036582976020258,1.0,Grey soft clay,CL,70.0,3.0,0.93142,0.3371335434782609,0.0949237950817924,,3.5316,9.81,7.5,0.9996389409159898,0.28145974738763446,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,20.0,6.096,1.524,1.0,1.0,3.0,4.0,112.77600000000001,67.92468000000001,0.6,1.0,1.0,0.95,1.1311318438221518,3.0,Grey soft clay,CL,70.0,3.0,0.90856,0.3529868736818488,0.10520831643693843,,3.5316,9.81,7.5,0.9996389409159898,0.2979440252879395,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,25.0,7.62,1.524,1.0,2.0,5.0,7.0,140.97,81.16824,0.6,1.0,1.0,0.95,1.0715657772492573,4.0,Grey soft clay,CL,70.0,3.0,0.8857,0.35995074164476154,0.11897478162903445,,3.5316,9.81,7.5,0.9996389409159898,0.330411389513774,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,30.0,9.144,1.524,2.0,2.0,2.0,4.0,169.164,94.41179999999999,0.6,1.0,1.0,0.95,1.0210228628202043,2.0,Grey soft clay,CL,70.0,3.0,0.86284,0.3617660397094431,0.10325099381926624,,3.5316,9.81,7.5,0.9996389409159898,0.28530514968434323,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,35.0,10.668000000000001,1.524,1.0,2.0,3.0,5.0,197.35800000000003,107.65536000000002,0.6,1.0,1.0,1.0,0.9771256403299832,3.0,Grey soft clay,CL,70.0,3.0,0.83998,0.36033287004530007,0.10799080058376405,,3.5316,9.81,7.5,0.9996389409159898,0.2995891257732117,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,40.0,12.192,1.524,1.0,2.0,5.0,7.0,225.55199999999996,120.89891999999996,0.6,1.0,1.0,1.0,0.9383278322681511,4.0,Grey soft clay,CL,70.0,3.0,0.8171200000000001,0.3567187676793143,0.11618602212632222,,3.5316,9.81,7.5,0.9996389409159898,0.32559002393731795,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,45.0,13.716000000000001,1.524,2.0,2.0,3.0,5.0,253.74599999999998,134.14247999999998,0.6,1.0,1.0,1.0,0.9035670216137744,3.0,Grey soft clay,CL,70.0,3.0,0.79426,0.35156968711656444,0.10624360422112705,,3.5316,9.81,7.5,0.9996389409159898,0.3020887405673636,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,50.0,15.24,1.524,2.0,2.0,3.0,5.0,281.94,147.38603999999998,0.6,1.0,1.0,1.0,0.8720817069355252,3.0,Grey soft clay,CL,70.0,3.0,0.7714,0.34529941060903735,0.1055006269698369,,3.5316,9.81,7.5,0.9996389409159898,0.30542344345183325,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,55.0,16.764,1.524,2.0,3.0,5.0,8.0,326.89799999999997,177.39359999999996,0.6,1.0,1.0,1.0,0.8101108772268281,4.0,Grey silty clay,CL,70.0,3.0,0.74854,0.32277893659793816,0.11575218164297926,,3.5316,9.81,7.5,0.9996389409159898,0.3584818435982238,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,60.0,18.288,1.524,4.0,5.0,5.0,10.0,356.616,192.16116,0.6,1.0,1.0,1.0,0.783370575630181,5.0,Grey silty clay,CL,70.0,3.0,0.72568,0.3151346980728051,0.1225675590589602,,3.5316,9.81,7.5,0.9996389409159898,0.38879661832747675,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,65.0,19.812,1.524,2.0,3.0,4.0,7.0,386.334,206.92872,0.6,1.0,1.0,1.0,0.7586111027279611,3.0,Grey silty clay,CL,70.0,3.0,0.70282,0.30704506981882457,0.11002783749414873,,3.5316,9.81,7.5,0.9996389409159898,0.35821487382561523,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,70.0,21.336000000000002,1.524,28.0,36.0,14.0,50.0,373.38000000000005,179.02428000000003,0.6,1.0,1.0,1.0,0.8070509061291039,24.0,Grey fine sand with silt,SM,18.0,2.0,0.6799599999999999,0.33184733804375577,0.43152260076348664,,3.5316,9.81,7.5,0.9996389409159898,1.2998953017114374,Not liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,01,75.0,22.86,1.524,25.0,35.0,15.0,50.0,400.05,190.74384,0.6,1.0,1.0,1.0,0.7858461951234077,24.0,Grey fine sand with silt,SM,18.0,2.0,0.6571,0.32248615771812084,0.3994412571845753,,3.5316,9.81,7.5,0.9996389409159898,1.238183487054221,Not liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,5.0,1.524,1.8288000000000002,1.0,1.0,1.0,2.0,28.194,28.194,0.6,1.0,1.0,0.75,1.4251724411981872,1.0,Grey soft clay,CL,70.0,3.0,0.97714,0.22865075999999998,0.09532960965159124,,3.5316,9.81,7.5,0.9996389409159898,0.41677180530714786,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,10.0,3.048,1.8288000000000002,1.0,1.0,2.0,3.0,56.388000000000005,44.427648000000005,0.6,1.0,1.0,0.75,1.2731000384929714,2.0,Grey soft clay,CL,70.0,3.0,0.95428,0.2834164462129528,0.09858859096116,,3.5316,9.81,7.5,0.9996389409159898,0.34773209519663223,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,15.0,4.572,1.8288000000000002,2.0,2.0,1.0,3.0,84.582,57.67120799999999,0.6,1.0,1.0,0.85,1.185854629408246,2.0,Grey soft clay,CL,70.0,3.0,0.93142,0.31965412874583793,0.09931243306414163,,3.5316,9.81,7.5,0.9996389409159898,0.3105749823959416,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,20.0,6.096,1.8288000000000002,4.0,3.0,4.0,7.0,112.77600000000001,70.91476800000001,0.6,1.0,1.0,0.95,1.116725848114158,4.0,Grey soft clay,CL,70.0,3.0,0.90856,0.3381033473738502,0.12049189914375123,,3.5316,9.81,7.5,0.9996389409159898,0.3562472699089625,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,25.0,7.62,1.8288000000000002,3.0,6.0,10.0,16.0,133.35000000000002,76.53832800000002,0.6,1.0,1.0,0.95,1.0912062892111867,10.0,Grey fine sand with silt,SM,18.0,2.0,0.8857,0.36109090637569186,0.14666642439294297,,3.5316,9.81,7.5,0.9996389409159898,0.4060292479244956,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,30.0,9.144,1.8288000000000002,9.0,12.0,12.0,24.0,160.01999999999998,88.25788799999998,0.6,1.0,1.0,0.95,1.043562878080806,14.0,Grey fine sand with silt,SM,18.0,2.0,0.86284,0.3660722958972234,0.18842049600931754,,3.5316,9.81,7.5,0.9996389409159898,0.514522587993112,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,35.0,10.668000000000001,1.8288000000000002,3.0,10.0,8.0,18.0,186.69000000000005,99.97744800000004,0.6,1.0,1.0,1.0,1.001868520576886,11.0,Grey fine sand with silt,SM,18.0,2.0,0.83998,0.36703189994207486,0.15420998349648804,,3.5316,9.81,7.5,0.9996389409159898,0.4200024700998204,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,40.0,12.192,1.8288000000000002,8.0,17.0,14.0,31.0,213.36,111.69700800000001,0.6,1.0,1.0,1.0,0.9648011109128262,18.0,Grey fine sand with silt,SM,18.0,2.0,0.8171200000000001,0.3652356491840856,0.23883363670397234,,3.5316,9.81,7.5,0.9996389409159898,0.6536804503701117,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,45.0,13.716000000000001,1.8288000000000002,12.0,14.0,23.0,37.0,240.03000000000003,123.41656800000003,0.6,1.0,1.0,1.0,0.9314355284014755,21.0,Grey fine sand with silt,SM,18.0,2.0,0.79426,0.3614686263614136,0.29688488621392667,,3.5316,9.81,7.5,0.9996389409159898,0.8210330623054443,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,50.0,15.24,1.8288000000000002,16.0,32.0,18.0,50.0,266.70000000000005,135.13612800000004,0.6,1.0,1.0,1.0,0.9010990639098616,27.0,Grey fine sand with silt,SM,18.0,2.0,0.7714,0.3562435718152291,0.6503531000611006,,3.5316,9.81,7.5,0.9996389409159898,1.8249263582605852,Not liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,04,55.0,16.764,1.8288000000000002,20.0,28.0,22.0,50.0,293.37,146.85568800000001,0.6,1.0,1.0,1.0,0.8732872020398897,26.0,Grey fine sand with silt,SM,18.0,2.0,0.74854,0.3499095525207031,0.5688424304367167,,3.5316,9.81,7.5,0.9996389409159898,1.6250972304512679,Not liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,5.0,1.524,1.8288000000000002,1.0,1.0,1.0,2.0,28.194,28.194,0.6,1.0,1.0,0.75,1.4251724411981872,1.0,Grey soft clay,CL,70.0,3.0,0.97714,0.22865075999999998,0.09532960965159124,,3.5316,9.81,7.5,0.9996389409159898,0.41677180530714786,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,10.0,3.048,1.8288000000000002,1.0,1.0,2.0,3.0,56.388000000000005,44.427648000000005,0.6,1.0,1.0,0.75,1.2731000384929714,2.0,Grey soft clay,CL,70.0,3.0,0.95428,0.2834164462129528,0.09858859096116,,3.5316,9.81,7.5,0.9996389409159898,0.34773209519663223,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,15.0,4.572,1.8288000000000002,1.0,1.0,1.0,2.0,84.582,57.67120799999999,0.6,1.0,1.0,0.85,1.185854629408246,1.0,Grey soft clay,CL,70.0,3.0,0.93142,0.31965412874583793,0.0947898517990189,,3.5316,9.81,7.5,0.9996389409159898,0.29643173211535956,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,20.0,6.096,1.8288000000000002,3.0,5.0,5.0,10.0,118.872,77.010768,0.6,1.0,1.0,0.95,1.0891484767182325,6.0,Grey silty clay,CL,70.0,3.0,0.90856,0.3281690239848017,0.13582828023550833,,3.5316,9.81,7.5,0.9996389409159898,0.41374788074864766,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,25.0,7.62,1.8288000000000002,3.0,4.0,7.0,11.0,148.59,91.778328,0.6,1.0,1.0,0.95,1.0304831876777578,6.0,Grey silty clay,CL,70.0,3.0,0.8857,0.3355459051509415,0.13813609294563806,,3.5316,9.81,7.5,0.9996389409159898,0.41152705348120355,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,30.0,9.144,1.8288000000000002,3.0,9.0,14.0,23.0,178.308,106.54588799999999,0.6,1.0,1.0,0.95,0.9805898427872671,13.0,Grey silty clay,CL,70.0,3.0,0.86284,0.33789383110195675,0.21115310180235325,,3.5316,9.81,7.5,0.9996389409159898,0.6246839794868578,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,35.0,10.668000000000001,1.8288000000000002,5.0,4.0,4.0,8.0,208.02600000000007,121.31344800000005,0.6,1.0,1.0,1.0,0.9371832078363805,4.0,Grey silty clay,CL,70.0,3.0,0.83998,0.337049335192583,0.12085335145332843,,3.5316,9.81,7.5,0.9996389409159898,0.35843333197475363,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,40.0,12.192,1.8288000000000002,3.0,4.0,5.0,9.0,237.74399999999997,136.08100799999997,0.6,1.0,1.0,1.0,0.8987690081179204,5.0,Grey silty clay,CL,70.0,3.0,0.8171200000000001,0.3340517457331005,0.12387777815491557,,3.5316,9.81,7.5,0.9996389409159898,0.3707002059996581,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,45.0,13.716000000000001,1.8288000000000002,10.0,9.0,10.0,19.0,240.03000000000003,123.41656800000003,0.6,1.0,1.0,1.0,0.9314355284014755,11.0,Grey fine sand with silt,SM,18.0,2.0,0.79426,0.3614686263614136,0.1524284231186336,,3.5316,9.81,7.5,0.9996389409159898,0.421539730807661,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,50.0,15.24,1.8288000000000002,8.0,12.0,13.0,25.0,266.70000000000005,135.13612800000004,0.6,1.0,1.0,1.0,0.9010990639098616,14.0,Grey fine sand with silt,SM,18.0,2.0,0.7714,0.3562435718152291,0.1801582436396572,,3.5316,9.81,7.5,0.9996389409159898,0.5055338822019215,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,55.0,16.764,1.8288000000000002,10.0,14.0,16.0,30.0,293.37,146.85568800000001,0.6,1.0,1.0,1.0,0.8732872020398897,16.0,Grey fine sand with silt,SM,18.0,2.0,0.74854,0.3499095525207031,0.20580364447462815,,3.5316,9.81,7.5,0.9996389409159898,0.5879500451394387,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,60.0,18.288,1.8288000000000002,22.0,31.0,19.0,50.0,320.04,158.57524800000002,0.6,1.0,1.0,1.0,0.8476118392198295,25.0,Grey fine sand with silt,SM,18.0,2.0,0.72568,0.34271244377811094,0.5076423449926283,,3.5316,9.81,7.5,0.9996389409159898,1.480713832617921,Not liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,03,65.0,19.812,1.8288000000000002,28.0,40.0,10.0,50.0,346.71000000000004,170.29480800000002,0.6,1.0,1.0,1.0,0.823768013069574,25.0,Grey fine sand with silt,SM,18.0,2.0,0.70282,0.33483043707826954,0.46028134776496155,,3.5316,9.81,7.5,0.9996389409159898,1.3741736355216556,Not liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,5.0,1.524,1.524,2.0,2.0,1.0,3.0,28.194,28.194,0.6,1.0,1.0,0.75,1.4251724411981872,2.0,Grey soft clay,CL,70.0,3.0,0.97714,0.22865075999999998,0.10014567226450034,,3.5316,9.81,7.5,0.9996389409159898,0.43782716383625814,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,10.0,3.048,1.524,1.0,1.0,1.0,2.0,56.388,41.43756,0.6,1.0,1.0,0.75,1.2963995822261325,1.0,Grey soft clay,CL,70.0,3.0,0.95428,0.3038674600956234,0.09447453699244027,,3.5316,9.81,7.5,0.9996389409159898,0.3107947987353837,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,15.0,4.572,1.524,1.0,2.0,3.0,5.0,84.582,54.68111999999999,0.6,1.0,1.0,0.85,1.2036582976020258,3.0,Grey soft clay,CL,70.0,3.0,0.93142,0.3371335434782609,0.10909110101983088,,3.5316,9.81,7.5,0.9996389409159898,0.3234674057102683,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,20.0,6.096,1.524,1.0,2.0,4.0,6.0,112.77600000000001,67.92468000000001,0.6,1.0,1.0,0.95,1.1311318438221518,4.0,Grey soft clay,CL,70.0,3.0,0.90856,0.3529868736818488,0.11558646368096752,,3.5316,9.81,7.5,0.9996389409159898,0.327334353634942,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,25.0,7.62,1.524,2.0,2.0,5.0,7.0,140.97,81.16824,0.6,1.0,1.0,0.95,1.0715657772492573,4.0,Grey soft clay,CL,70.0,3.0,0.8857,0.35995074164476154,0.11897478162903445,,3.5316,9.81,7.5,0.9996389409159898,0.330411389513774,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,30.0,9.144,1.524,1.0,2.0,5.0,7.0,169.164,94.41179999999999,0.6,1.0,1.0,0.95,1.0210228628202043,4.0,Grey soft clay,CL,70.0,3.0,0.86284,0.3617660397094431,0.11728945552448819,,3.5316,9.81,7.5,0.9996389409159898,0.3240964994814907,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,35.0,10.668000000000001,1.524,1.0,2.0,3.0,5.0,197.35800000000003,107.65536000000002,0.6,1.0,1.0,1.0,0.9771256403299832,3.0,Grey soft clay,CL,70.0,3.0,0.83998,0.36033287004530007,0.10799080058376405,,3.5316,9.81,7.5,0.9996389409159898,0.2995891257732117,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,40.0,12.192,1.524,6.0,10.0,7.0,17.0,213.36,108.70692000000001,0.6,1.0,1.0,1.0,0.9738750595725815,10.0,Grey fine sand with silt,SM,18.0,2.0,0.8171200000000001,0.37528180569185476,0.14651093768648693,,3.5316,9.81,7.5,0.9996389409159898,0.3902614951223764,Liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,45.0,13.716000000000001,1.524,2.0,3.0,3.0,6.0,253.74599999999998,134.14247999999998,0.6,1.0,1.0,1.0,0.9035670216137744,3.0,Grey soft clay,CL,70.0,3.0,0.79426,0.35156968711656444,0.1105643798550417,,3.5316,9.81,7.5,0.9996389409159898,0.3143742581671503,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,50.0,15.24,1.524,3.0,3.0,4.0,7.0,281.94,147.38603999999998,0.6,1.0,1.0,1.0,0.8720817069355252,4.0,Grey soft clay,CL,70.0,3.0,0.7714,0.34529941060903735,0.1138945621078011,,3.5316,9.81,7.5,0.9996389409159898,0.32972381632716546,Liquefiable,,18.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,55.0,16.764,1.524,5.0,7.0,7.0,14.0,326.89799999999997,177.39359999999996,0.6,1.0,1.0,1.0,0.8101108772268281,7.0,Grey silty clay,CL,70.0,3.0,0.74854,0.32277893659793816,0.14131458152338752,,3.5316,9.81,7.5,0.9996389409159898,0.4376480079491276,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,60.0,18.288,1.524,6.0,9.0,10.0,19.0,356.616,192.16116,0.6,1.0,1.0,1.0,0.783370575630181,9.0,Grey silty clay,CL,70.0,3.0,0.72568,0.3151346980728051,0.16225970182670013,,3.5316,9.81,7.5,0.9996389409159898,0.5147040852033176,Liquefiable,,19.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,65.0,19.812,1.524,22.0,28.0,22.0,50.0,346.71000000000004,167.30472000000003,0.6,1.0,1.0,1.0,0.8296917877053986,25.0,Grey fine sand with silt,SM,18.0,2.0,0.70282,0.3408145627618874,0.4713043926951443,,3.5316,9.81,7.5,0.9996389409159898,1.382377032673892,Not liquefiable,,17.5,9.81
"Josim Uddin, Temukhi, 21.08.2022(04)",,02,70.0,21.336000000000002,1.524,26.0,26.0,24.0,50.0,373.38000000000005,179.02428000000003,0.6,1.0,1.0,1.0,0.8070509061291039,24.0,Grey fine sand with silt,SM,18.0,2.0,0.6799599999999999,0.33184733804375577,0.43152260076348664,,3.5316,9.81,7.5,0.9996389409159898,1.2998953017114374,Not liquefiable,,17.5,9.81
