Location,"Lat,Long",Borehole ,Depth(ft),Depth-Z(m),GWT(m),N-06,N-12,N-18,N -Value,σv,σv',CE,CB,CS,CR,CN,(N1)60,Soil Type ,Soil USCS,FC,FCI,rd,CSR7.5,CRR,Rp,a(max),g,Mw,MSF,FS,Liquefaction,SL,γ,γw
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,5.0,1.524,3.3528000000000002,2.0,2.0,2.0,4.0,28.194,28.194,0.6,1.0,1.0,0.75,1.4251724411981872,3.0,Reddish soft clay .,CL,70.0,3.0,0.97714,0.22865075999999998,0.10510119915691833,,3.5316,9.81,7.5,0.9996389409159898,0.45949224666571137,Liquefiable,,18.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,10.0,3.048,3.3528000000000002,3.0,5.0,7.0,12.0,59.436,59.436,0.6,1.0,1.0,0.75,1.1757749246581033,6.0,Reddish stiff clay,CL,70.0,3.0,0.95428,0.22330152,0.1371117202605927,,3.5316,9.81,7.5,0.9996389409159898,0.6137988439508533,Liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,15.0,4.572,3.3528000000000002,5.0,8.0,10.0,18.0,89.15400000000001,77.19364800000001,0.6,1.0,1.0,0.85,1.0883552914529422,10.0,Reddish stiff clay,CL,70.0,3.0,0.93142,0.25172171641791047,0.17380556281419632,,3.5316,9.81,7.5,0.9996389409159898,0.6902177976906907,Liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,20.0,6.096,3.3528000000000002,7.0,11.0,14.0,25.0,118.87200000000001,91.96120800000001,0.6,1.0,1.0,0.95,1.029817502674286,15.0,Reddish stiff clay,CL,70.0,3.0,0.90856,0.2748174922939246,0.24274272654046775,,3.5316,9.81,7.5,0.9996389409159898,0.8829681111217145,Liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,25.0,7.62,3.3528000000000002,11.0,15.0,22.0,37.0,148.59,106.728768,0.6,1.0,1.0,0.95,0.9800163445313478,21.0,Grey hard clay,CL,70.0,3.0,0.8857,0.2885430303289925,0.4728539071868392,,3.5316,9.81,7.5,0.9996389409159898,1.638172228417,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,30.0,9.144,3.3528000000000002,16.0,23.0,27.0,50.0,178.308,121.49632799999999,0.6,1.0,1.0,0.95,0.9366794693196977,27.0,Grey hard clay,CL,70.0,3.0,0.86284,0.29631511402122374,1.7647892481855931,,3.5316,9.81,7.5,0.9996389409159898,5.953635071310652,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,35.0,10.668000000000001,3.3528000000000002,21.0,25.0,27.0,52.0,208.02600000000004,136.263888,0.6,1.0,1.0,1.0,0.8983198987956956,28.0,Grey hard clay,CL,70.0,3.0,0.83998,0.30006935512011806,2.7156773321724548,,3.5316,9.81,7.5,0.9996389409159898,9.046897878377942,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,40.0,12.192,3.3528000000000002,22.0,27.0,28.0,55.0,237.744,151.031448,0.6,1.0,1.0,1.0,0.8639112093080511,29.0,Grey hard clay,CL,70.0,3.0,0.8171200000000001,0.3009843240297875,3.22357235145765,,3.5316,9.81,7.5,0.9996389409159898,10.70623349493205,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,45.0,13.716000000000001,3.3528000000000002,22.0,28.0,29.0,57.0,267.462,165.79900799999996,0.6,1.0,1.0,1.0,0.8327150122753815,28.0,Grey hard clay,CL,70.0,3.0,0.79426,0.29981869457313043,3.188254497196355,,3.5316,9.81,7.5,0.9996389409159898,10.630102147184894,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,01,50.0,15.24,3.3528000000000002,24.0,30.0,32.0,62.0,297.18,180.56656800000002,0.6,1.0,1.0,1.0,0.8041823421224922,30.0,Brown medium dense sand with clay,CL,70.0,3.0,0.7714,0.29708294930875573,5.603478833267277,,3.5316,9.81,7.5,0.9996389409159898,18.854854037789032,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,5.0,1.524,2.4384,2.0,3.0,4.0,7.0,28.194,28.194,0.6,1.0,1.0,0.75,1.4251724411981872,4.0,Reddish soft clay .,CL,70.0,3.0,0.97714,0.22865075999999998,0.12077561861203025,,3.5316,9.81,7.5,0.9996389409159898,0.5280192879210348,Liquefiable,,18.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,10.0,3.048,2.4384,3.0,5.0,6.0,11.0,59.436,53.455824,0.6,1.0,1.0,0.75,1.2112369247866106,6.0,Reddish stiff clay,CL,70.0,3.0,0.95428,0.24828256585699623,0.13390904523950642,,3.5316,9.81,7.5,0.9996389409159898,0.5391465796248922,Liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,15.0,4.572,2.4384,5.0,10.0,12.0,22.0,89.154,68.223384,0.6,1.0,1.0,0.85,1.1296644884811111,13.0,Reddish stiff clay,CL,70.0,3.0,0.93142,0.28481902291917977,0.20842967882367203,,3.5316,9.81,7.5,0.9996389409159898,0.7315326808556536,Liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,20.0,6.096,2.4384,8.0,14.0,16.0,30.0,118.872,82.990944,0.6,1.0,1.0,0.95,1.0641394541191702,18.0,Grey hard clay,CL,70.0,3.0,0.90856,0.30452176289114147,0.3410766463467516,,3.5316,9.81,7.5,0.9996389409159898,1.119635898230125,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,25.0,7.62,2.4384,11.0,16.0,20.0,36.0,148.58999999999997,97.75850399999997,0.6,1.0,1.0,0.95,1.0093740955223112,21.0,Grey hard clay,CL,70.0,3.0,0.8857,0.31501957253764856,0.4760130573154158,,3.5316,9.81,7.5,0.9996389409159898,1.51051309175431,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,30.0,9.144,2.4384,14.0,23.0,27.0,50.0,178.30800000000002,112.52606400000002,0.6,1.0,1.0,0.95,0.9623281879940543,27.0,Grey hard clay,CL,70.0,3.0,0.86284,0.3199365285226719,2.218604823274741,,3.5316,9.81,7.5,0.9996389409159898,6.932011752738346,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,35.0,10.668000000000001,2.4384,18.0,25.0,27.0,52.0,208.02600000000004,127.29362400000002,0.6,1.0,1.0,1.0,0.9210919755010782,29.0,Grey hard clay,CL,70.0,3.0,0.83998,0.32121496516054876,3.5082658533499522,,3.5316,9.81,7.5,0.9996389409159898,10.917919594255576,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,40.0,12.192,2.4384,20.0,26.0,30.0,56.0,237.744,142.06118399999997,0.6,1.0,1.0,1.0,0.8843870155988762,30.0,Grey hard clay,CL,70.0,3.0,0.8171200000000001,0.31998957775489195,5.15386370665546,,3.5316,9.81,7.5,0.9996389409159898,16.1005333157844,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,45.0,13.716000000000001,2.4384,22.0,27.0,31.0,58.0,267.462,156.82874399999997,0.6,1.0,1.0,1.0,0.8513153351339722,30.0,Grey hard clay,CL,70.0,3.0,0.79426,0.3169676736050376,4.967142383046929,,3.5316,9.81,7.5,0.9996389409159898,15.665158830534583,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,03,50.0,15.24,2.4384,27.0,31.0,32.0,63.0,297.18,171.59630399999998,0.6,1.0,1.0,1.0,0.8212219910410106,31.0,Brown medium dense sand with clay,CL,70.0,3.0,0.7714,0.3126130768410956,9.270419075133216,,3.5316,9.81,7.5,0.9996389409159898,29.643903574846625,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,5.0,1.524,2.4384,2.0,2.0,3.0,5.0,28.194,28.194,0.6,1.0,1.0,0.75,1.4251724411981872,3.0,Reddish soft clay .,CL,70.0,3.0,0.97714,0.22865075999999998,0.11019242070557221,,3.5316,9.81,7.5,0.9996389409159898,0.48175057336825555,Liquefiable,,18.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,10.0,3.048,2.4384,4.0,6.0,8.0,14.0,59.436,53.455824,0.6,1.0,1.0,0.75,1.2112369247866106,8.0,Reddish stiff clay,CL,70.0,3.0,0.95428,0.24828256585699623,0.14916627518339032,,3.5316,9.81,7.5,0.9996389409159898,0.6005754646123318,Liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,15.0,4.572,2.4384,5.0,11.0,13.0,24.0,89.154,68.223384,0.6,1.0,1.0,0.85,1.1296644884811111,14.0,Reddish stiff clay,CL,70.0,3.0,0.93142,0.28481902291917977,0.22697802442705933,,3.5316,9.81,7.5,0.9996389409159898,0.7966324356567057,Liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,20.0,6.096,2.4384,8.0,17.0,20.0,37.0,118.872,82.990944,0.6,1.0,1.0,0.95,1.0641394541191702,22.0,Grey hard clay,CL,70.0,3.0,0.90856,0.30452176289114147,0.6373506718971398,,3.5316,9.81,7.5,0.9996389409159898,2.092200388565021,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,25.0,7.62,2.4384,9.0,18.0,21.0,39.0,148.58999999999997,97.75850399999997,0.6,1.0,1.0,0.95,1.0093740955223112,22.0,Grey hard clay,CL,70.0,3.0,0.8857,0.31501957253764856,0.6368391179865679,,3.5316,9.81,7.5,0.9996389409159898,2.020855962408125,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,30.0,9.144,2.4384,10.0,20.0,30.0,50.0,178.30800000000002,112.52606400000002,0.6,1.0,1.0,0.95,0.9623281879940543,27.0,Grey hard clay,CL,70.0,3.0,0.86284,0.3199365285226719,2.218604823274741,,3.5316,9.81,7.5,0.9996389409159898,6.932011752738346,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,35.0,10.668000000000001,2.4384,12.0,24.0,30.0,54.0,208.02600000000004,127.29362400000002,0.6,1.0,1.0,1.0,0.9210919755010782,30.0,Grey hard clay,CL,70.0,3.0,0.83998,0.32121496516054876,5.435888059058707,,3.5316,9.81,7.5,0.9996389409159898,16.916787733035264,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,40.0,12.192,2.4384,16.0,27.0,32.0,59.0,237.744,142.06118399999997,0.6,1.0,1.0,1.0,0.8843870155988762,31.0,Grey hard clay,CL,70.0,3.0,0.8171200000000001,0.31998957775489195,10.524425516592444,,3.5316,9.81,7.5,0.9996389409159898,32.87802574999602,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,45.0,13.716000000000001,2.4384,26.0,36.0,40.0,76.0,267.462,156.82874399999997,0.6,1.0,1.0,1.0,0.8513153351339722,39.0,Grey hard clay,CL,70.0,3.0,0.79426,0.3169676736050376,1986.7080267176284,,3.5316,9.81,7.5,0.9996389409159898,6265.593854255246,Not liquefiable,,19.5,9.81
"Salim Uddin, Baypass Road, 02.04.2022(03)",,02,50.0,15.24,2.4384,30.0,38.0,50.0,88.0,297.18,171.59630399999998,0.6,1.0,1.0,1.0,0.8212219910410106,43.0,Grey hard clay,CL,70.0,3.0,0.7714,0.3126130768410956,346375.3621872389,,3.5316,9.81,7.5,0.9996389409159898,1107600.1801173736,Not liquefiable,,19.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,5.0,1.524,0.0,1.0,1.0,1.0,2.0,29.718,14.76756,0.6,1.0,1.0,0.75,1.6414253637394183,1.0,Grey sandy clay,CL,70.0,3.0,0.97714,0.4601331083591332,0.0967761528502356,,3.5316,9.81,7.5,0.9996389409159898,0.21024614222201785,Liquefiable,,19.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,10.0,3.048,0.0,11.0,13.0,14.0,27.0,53.34,23.439120000000003,0.6,1.0,1.0,0.75,1.4869382937601403,18.0,Grey fine sand  with silt & clay,SM,18.0,2.0,0.95428,0.5081634070221065,0.24091931350298906,,3.5316,9.81,7.5,0.9996389409159898,0.4739269378085275,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,15.0,4.572,0.0,17.0,23.0,27.0,50.0,80.01,35.158680000000004,0.6,1.0,1.0,0.85,1.3513480242872655,34.0,Grey fine sand  with silt & clay,SM,18.0,2.0,0.93142,0.49599023407022097,4.106195756914376,,3.5316,9.81,7.5,0.9996389409159898,8.275794351738151,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,20.0,6.096,0.0,1.0,1.0,1.0,2.0,112.776,52.974239999999995,0.6,1.0,1.0,0.95,1.2142632508805036,1.0,Grey soft clay,CL,70.0,3.0,0.90856,0.4526071622554661,0.09608312521298028,,3.5316,9.81,7.5,0.9996389409159898,0.21221147506629426,Liquefiable,,18.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,25.0,7.62,0.0,2.0,2.0,3.0,5.0,140.97,66.2178,0.6,1.0,1.0,0.95,1.1396425408643,3.0,Grey soft clay,CL,70.0,3.0,0.8857,0.441219252013809,0.11052522160458103,,3.5316,9.81,7.5,0.9996389409159898,0.25040909925174926,Liquefiable,,18.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,30.0,9.144,0.0,8.0,15.0,18.0,33.0,160.02,70.31736000000001,0.6,1.0,1.0,0.95,1.1195549276260002,21.0,Reddish fine sand,SM,20.0,2.0,0.86284,0.4594707152145643,0.325798124966148,,3.5316,9.81,7.5,0.9996389409159898,0.7088166488292703,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,35.0,10.668000000000001,0.0,22.0,25.0,30.0,55.0,186.69000000000003,82.03692000000001,0.6,1.0,1.0,1.0,1.068005899610428,35.0,Reddish fine sand,SM,20.0,2.0,0.83998,0.44729754226267876,7.384935267838739,,3.5316,9.81,7.5,0.9996389409159898,16.504157014885113,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,40.0,12.192,0.0,24.0,27.0,32.0,59.0,213.36,93.75648000000001,0.6,1.0,1.0,1.0,1.0233521004376092,36.0,Reddish fine sand,SM,20.0,2.0,0.8171200000000001,0.4351243693107932,11.188454525094825,,3.5316,9.81,7.5,0.9996389409159898,25.70394953899696,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,01,45.0,13.716000000000001,0.0,27.0,30.0,34.0,64.0,240.03000000000003,105.47604000000001,0.6,1.0,1.0,1.0,0.9839646581531256,38.0,Reddish fine sand,SM,20.0,2.0,0.79426,0.42295119635890766,23.36184803032453,,3.5316,9.81,7.5,0.9996389409159898,55.215384715584754,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,5.0,1.524,0.0,1.0,1.0,1.0,2.0,29.718,14.76756,0.6,1.0,1.0,0.75,1.6414253637394183,1.0,Grey sandy clay,CL,70.0,3.0,0.97714,0.4601331083591332,0.0967761528502356,,3.5316,9.81,7.5,0.9996389409159898,0.21024614222201785,Liquefiable,,19.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,10.0,3.048,0.0,2.0,3.0,4.0,7.0,59.436,29.53512,0.6,1.0,1.0,0.75,1.409632267078153,4.0,Grey sandy clay,CL,70.0,3.0,0.95428,0.4493683839009288,0.12036186572750866,,3.5316,9.81,7.5,0.9996389409159898,0.26775005161254434,Liquefiable,,19.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,15.0,4.572,0.0,8.0,13.0,15.0,28.0,80.01,35.158680000000004,0.6,1.0,1.0,0.85,1.3513480242872655,19.0,Grey fine sand  with silt & clay,SM,18.0,2.0,0.93142,0.49599023407022097,0.2643958825812822,,3.5316,9.81,7.5,0.9996389409159898,0.5328742420534884,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,20.0,6.096,0.0,2.0,2.0,2.0,4.0,112.776,52.974239999999995,0.6,1.0,1.0,0.95,1.2142632508805036,3.0,Grey soft clay,CL,70.0,3.0,0.90856,0.4526071622554661,0.10669984602527349,,3.5316,9.81,7.5,0.9996389409159898,0.23565981710293946,Liquefiable,,18.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,25.0,7.62,0.0,2.0,3.0,4.0,7.0,140.97,66.2178,0.6,1.0,1.0,0.95,1.1396425408643,5.0,Grey soft clay,CL,70.0,3.0,0.8857,0.441219252013809,0.12126586532744954,,3.5316,9.81,7.5,0.9996389409159898,0.27474340847982487,Liquefiable,,18.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,30.0,9.144,0.0,21.0,24.0,26.0,50.0,160.02,70.31736000000001,0.6,1.0,1.0,0.95,1.1195549276260002,32.0,Reddish fine sand,SM,20.0,2.0,0.86284,0.4594707152145643,2.308317276791788,,3.5316,9.81,7.5,0.9996389409159898,5.022047676733157,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,35.0,10.668000000000001,0.0,24.0,27.0,30.0,57.0,186.69000000000003,82.03692000000001,0.6,1.0,1.0,1.0,1.068005899610428,37.0,Reddish fine sand,SM,20.0,2.0,0.83998,0.44729754226267876,12.790316526492212,,3.5316,9.81,7.5,0.9996389409159898,28.584325328160336,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,04,40.0,12.192,0.0,27.0,30.0,32.0,62.0,213.36,93.75648000000001,0.6,1.0,1.0,1.0,1.0233521004376092,38.0,Reddish fine sand,SM,20.0,2.0,0.8171200000000001,0.4351243693107932,27.01707054517828,,3.5316,9.81,7.5,0.9996389409159898,62.06803776403587,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,5.0,1.524,0.0,1.0,1.0,2.0,3.0,29.718,14.76756,0.6,1.0,1.0,0.75,1.6414253637394183,2.0,Grey sandy clay,CL,70.0,3.0,0.97714,0.4601331083591332,0.10238446451791318,,3.5316,9.81,7.5,0.9996389409159898,0.22243019643145395,Liquefiable,,19.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,10.0,3.048,0.0,5.0,6.0,8.0,14.0,53.34,23.439120000000003,0.6,1.0,1.0,0.75,1.4869382937601403,9.0,Grey fine sand  with silt & clay,SM,18.0,2.0,0.95428,0.5081634070221065,0.14175811187514192,,3.5316,9.81,7.5,0.9996389409159898,0.27886094681932233,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,15.0,4.572,0.0,8.0,12.0,18.0,30.0,80.01,35.158680000000004,0.6,1.0,1.0,0.85,1.3513480242872655,21.0,Grey fine sand  with silt & clay,SM,18.0,2.0,0.93142,0.49599023407022097,0.2968255568852687,,3.5316,9.81,7.5,0.9996389409159898,0.5982343299113835,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,20.0,6.096,0.0,17.0,23.0,28.0,51.0,106.68,46.878240000000005,0.6,1.0,1.0,0.95,1.2551451970988747,36.0,Grey fine sand,SM,18.0,2.0,0.90856,0.48381706111833545,8.884677642469091,,3.5316,9.81,7.5,0.9996389409159898,18.357082588961205,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,25.0,7.62,0.0,2.0,2.0,4.0,6.0,140.97,66.2178,0.6,1.0,1.0,0.95,1.1396425408643,4.0,Grey soft clay,CL,70.0,3.0,0.8857,0.441219252013809,0.11582694358681506,,3.5316,9.81,7.5,0.9996389409159898,0.26242083201989597,Liquefiable,,18.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,30.0,9.144,0.0,3.0,6.0,7.0,13.0,160.02,70.31736000000001,0.6,1.0,1.0,0.95,1.1195549276260002,8.0,Grey fine sand,SM,18.0,2.0,0.86284,0.4594707152145643,0.1330513714645256,,3.5316,9.81,7.5,0.9996389409159898,0.28947074895972036,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,35.0,10.668000000000001,0.0,24.0,27.0,28.0,55.0,186.69000000000003,82.03692000000001,0.6,1.0,1.0,1.0,1.068005899610428,35.0,Reddish fine sand,SM,20.0,2.0,0.83998,0.44729754226267876,7.384935267838739,,3.5316,9.81,7.5,0.9996389409159898,16.504157014885113,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,40.0,12.192,0.0,26.0,28.0,32.0,60.0,213.36,93.75648000000001,0.6,1.0,1.0,1.0,1.0233521004376092,37.0,Reddish fine sand,SM,20.0,2.0,0.8171200000000001,0.4351243693107932,14.781138542516329,,3.5316,9.81,7.5,0.9996389409159898,33.957651467734124,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,03,45.0,13.716000000000001,0.0,35.0,47.0,50.0,97.0,240.03000000000003,105.47604000000001,0.6,1.0,1.0,1.0,0.9839646581531256,57.0,Reddish fine sand,SM,20.0,2.0,0.79426,0.42295119635890766,60959542861.83211,,3.5316,9.81,7.5,0.9996389409159898,144076984270.815,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,5.0,1.524,0.0,1.0,1.0,1.0,2.0,29.718,14.76756,0.6,1.0,1.0,0.75,1.6414253637394183,1.0,Grey sandy clay,CL,70.0,3.0,0.97714,0.4601331083591332,0.0967761528502356,,3.5316,9.81,7.5,0.9996389409159898,0.21024614222201785,Liquefiable,,19.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,10.0,3.048,0.0,4.0,6.0,10.0,16.0,53.34,23.439120000000003,0.6,1.0,1.0,0.75,1.4869382937601403,11.0,Grey fine sand  with silt & clay,SM,18.0,2.0,0.95428,0.5081634070221065,0.15319942710134424,,3.5316,9.81,7.5,0.9996389409159898,0.3013678492789662,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,15.0,4.572,0.0,3.0,6.0,7.0,13.0,80.01,35.158680000000004,0.6,1.0,1.0,0.85,1.3513480242872655,9.0,Grey fine sand  with silt & clay,SM,18.0,2.0,0.93142,0.49599023407022097,0.13839805801640404,,3.5316,9.81,7.5,0.9996389409159898,0.27893308907521935,Liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,20.0,6.096,0.0,14.0,22.0,28.0,50.0,106.68,46.878240000000005,0.6,1.0,1.0,0.95,1.2551451970988747,36.0,Grey fine sand,SM,18.0,2.0,0.90856,0.48381706111833545,6.658421700345267,,3.5316,9.81,7.5,0.9996389409159898,13.757302401283468,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,25.0,7.62,0.0,1.0,1.0,1.0,2.0,140.97,66.2178,0.6,1.0,1.0,0.95,1.1396425408643,1.0,Grey soft clay,CL,70.0,3.0,0.8857,0.441219252013809,0.0954520061890682,,3.5316,9.81,7.5,0.9996389409159898,0.21625879183567517,Liquefiable,,18.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,30.0,9.144,0.0,22.0,25.0,27.0,52.0,160.02,70.31736000000001,0.6,1.0,1.0,0.95,1.1195549276260002,33.0,Reddish fine sand,SM,20.0,2.0,0.86284,0.4594707152145643,3.4528369747508028,,3.5316,9.81,7.5,0.9996389409159898,7.512100733087275,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,35.0,10.668000000000001,0.0,24.0,27.0,30.0,57.0,186.69000000000003,82.03692000000001,0.6,1.0,1.0,1.0,1.068005899610428,37.0,Reddish fine sand,SM,20.0,2.0,0.83998,0.44729754226267876,12.790316526492212,,3.5316,9.81,7.5,0.9996389409159898,28.584325328160336,Not liquefiable,,17.5,9.81
"Md. Shafiqul Islam Bhuya, Daspara, 30.07.2022(04)",,02,40.0,12.192,0.0,40.0,45.0,50.0,95.0,213.36,93.75648000000001,0.6,1.0,1.0,1.0,1.0233521004376092,58.0,Reddish fine sand,SM,20.0,2.0,0.8171200000000001,0.4351243693107932,509790338713.96497,,3.5316,9.81,7.5,0.9996389409159898,1171173830342.8342,Not liquefiable,,17.5,9.81
"Muhammad Shahidul Islam, Tillargoan, 01.06.2022(03)",,01,5.0,1.524,0.0,0.0,0.0,1.0,1.0,27.432000000000002,12.481560000000002,0.6,1.0,1.0,0.75,1.6976660677129856,1.0,Black Organic,,,,0.97714,0.5025291428571428,0.0641959272465059,,3.5316,9.81,7.5,0.9996389409159898,0.1276995566047398,Liquefiable,,18.0,9.81
"Muhammad Shahidul Islam, Tillargoan, 01.06.2022(03)",,01,10.0,3.048,0.0,0.0,0.0,1.0,1.0,54.864000000000004,24.963120000000004,0.6,1.0,1.0,0.75,1.4658729710517198,1.0,,,,,0.95428,0.4907725714285714,0.06372293117640658,,3.5316,9.81,7.5,0.9996389409159898,0.12979519871663545,Liquefiable,,18.0,9.81
"Muhammad Shahidul Islam, Tillargoan, 01.06.2022(03)",,01,15.0,4.572,0.0,1.0,1.0,1.0,2.0,82.296,37.444680000000005,0.6,1.0,1.0,0.85,1.3302827015788454,1.0,,,,,0.93142,0.47901599999999994,0.06694842505771087,,3.5316,9.81,7.5,0.9996389409159898,0.13971193597016304,Liquefiable,,18.0,9.81
"Muhammad Shahidul Islam, Tillargoan, 01.06.2022(03)",,01,20.0,6.096,0.0,1.0,1.0,1.0,2.0,109.72800000000001,49.92624000000001,0.6,1.0,1.0,0.95,1.2340798743904544,1.0,,,,,0.90856,0.46725942857142855,0.06718528087962224,,3.5316,9.81,7.5,0.9996389409159898,0.1437339065130971,Liquefiable,,18.0,9.81
"Muhammad Shahidul Islam, Tillargoan, 01.06.2022(03)",,01,25.0,7.62,0.0,3.0,3.0,2.0,5.0,140.97,66.2178,0.6,1.0,1.0,0.95,1.1396425408643,3.0,Grey soft clay with silt,CL,70.0,3.0,0.8857,0.441219252013809,0.11052522160458103,,3.5316,9.81,7.5,0.9996389409159898,0.25040909925174926,Liquefiable,,18.5,9.81
"Muhammad Shahidul Islam, Tillargoan, 01.06.2022(03)",,01,30.0,9.144,0.0,7.0,3.0,2.0,5.0,169.16400000000002,79.46136000000001,0.6,1.0,1.0,0.95,1.0786729814076288,3.0,Grey soft clay with silt,CL,70.0,3.0,0.86284,0.4298313417721518,0.10913021189464162,,3.5316,9.81,7.5,0.9996389409159898,0.25379910406376266,Liquefiable,,18.5,9.81
