Location,"Lat,Long",Borehole ,Depth(ft),Depth-Z(m),GWT(m),N-06,N-12,N-18,N -Value,σv,σv',CE,CB,CS,CR,CN,(N1)60,Soil Type ,Soil USCS,FC,FCI,rd,CSR7.5,CRR,Rp,a(max),g,Mw,MSF,SL,γ,γw
"Executive Engineer, PWD, Sunamgonj (06)",,4,65.0,19.812,1.5,13.0,20.0,24.0,44.0,356.61600000000004,176.97528000000003,0.6,1.0,1.0,0.95,0.7516985213256743,18.85259891484791,,,,,0.70282,0.3313967044780491,0.659107894869526,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,4,70.0,21.336,1.5,19.0,25.0,30.0,55.0,384.04800000000006,189.45684000000003,0.6,1.0,1.0,0.95,0.7265154515863593,22.776259407232363,,,,,0.6799599999999999,0.322533211631314,0.7868576315495123,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,4,75.0,22.86,1.5,21.0,27.0,31.0,58.0,411.48,201.9384,0.6,1.0,1.0,0.95,0.703704850482913,23.2644823569651,,,,,0.6571,0.3133120836453096,0.8029648315598342,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,5.0,1.524,1.5,1.0,1.0,1.0,2.0,27.432,27.19656,0.6,1.0,1.0,0.8,1.7,1.632,,,,,0.97714,0.230630184417441,0.12829959098368,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,10.0,3.048,1.5,1.0,1.0,1.0,2.0,54.864,39.67812000000001,0.6,1.0,1.0,0.8,1.5875391959832383,1.5240376281439088,,,,,0.95428,0.3087649967609352,0.1250957965437481,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,15.0,4.572,1.5,1.0,1.0,2.0,3.0,82.29599999999999,52.15968,0.6,1.0,1.0,0.8,1.3846261863803828,1.9938617083877512,,,,,0.93142,0.3438786594334934,0.1390470233502397,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,20.0,6.096,1.5,2.0,2.0,2.0,4.0,109.728,64.64124000000001,0.6,1.0,1.0,0.95,1.2437845579554363,2.8358287921383947,,,,,0.90856,0.3608919997995087,0.1641093012861408,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,25.0,7.62,1.5,2.0,2.0,3.0,5.0,137.16,77.12279999999998,0.6,1.0,1.0,0.95,1.1386981254861857,3.2452896576356287,,,,,0.8857,0.368593090603557,0.1763261378653764,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,30.0,9.144,1.5,3.0,3.0,4.0,7.0,164.592,89.60436000000001,0.6,1.0,1.0,0.95,1.0564171157176023,4.215104291713233,,,,,0.86284,0.370873418877385,0.2053389954973876,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,35.0,10.668,1.5,3.0,3.0,3.0,6.0,192.02400000000003,102.08592000000002,0.6,1.0,1.0,0.95,0.989730779407201,3.3848792655726267,,,,,0.83998,0.3697212971943633,0.1804953581896475,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,40.0,12.192,1.5,2.0,2.0,5.0,7.0,219.456,114.56748,0.6,1.0,1.0,0.95,0.9342633658704876,3.727710829823245,,,,,0.8171200000000001,0.3662585708656592,0.1907444863981408,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,45.0,13.716,1.5,5.0,7.0,8.0,15.0,246.88800000000003,127.04904000000002,0.6,1.0,1.0,0.95,0.8871852363264341,7.585433770591011,,,,,0.79426,0.3611662356041414,0.3070597782361876,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,50.0,15.24,1.5,4.0,8.0,10.0,18.0,274.32,139.5306,0.6,1.0,1.0,0.95,0.8465746683009155,8.685856096767392,,,,,0.7714,0.3548816161616161,0.3405925510646542,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,55.0,16.764,1.5,5.0,9.0,11.0,20.0,301.752,152.01216,0.6,1.0,1.0,0.95,0.8110746633161139,9.246251161803697,,,,,0.74854,0.3476984041718767,0.357733395788989,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,60.0,18.288,1.5,9.0,14.0,20.0,34.0,329.184,164.49372000000002,0.6,1.0,1.0,0.95,0.7796960586796202,15.110509617211038,,,,,0.72568,0.3398211515800116,0.5399098423411772,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,65.0,19.812,1.5,12.0,16.0,21.0,37.0,356.61600000000004,176.97528000000003,0.6,1.0,1.0,0.95,0.7516985213256743,15.85332181475847,,,,,0.70282,0.3313967044780491,0.5633772869382314,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,70.0,21.336,1.5,16.0,23.0,27.0,50.0,384.04800000000006,189.45684000000003,0.6,1.0,1.0,0.95,0.7265154515863593,20.70569037021124,,,,,0.6799599999999999,0.322533211631314,0.719073342824027,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,5,75.0,22.86,1.5,19.0,26.0,30.0,56.0,411.48,201.9384,0.6,1.0,1.0,0.95,0.703704850482913,22.46225882741458,,,,,0.6571,0.3133120836453096,0.776523663219602,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,5.0,1.524,1.5,1.0,1.0,1.0,2.0,27.432,27.19656,0.6,1.0,1.0,0.8,1.7,1.632,,,,,0.97714,0.230630184417441,0.12829959098368,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,10.0,3.048,1.5,1.0,2.0,2.0,4.0,54.864,39.67812000000001,0.6,1.0,1.0,0.8,1.5875391959832383,3.048075256287817,,,,,0.95428,0.3087649967609352,0.1704395949034212,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,15.0,4.572,1.5,1.0,1.0,2.0,3.0,82.29599999999999,52.15968,0.6,1.0,1.0,0.8,1.3846261863803828,1.9938617083877512,,,,,0.93142,0.3438786594334934,0.1390470233502397,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,20.0,6.096,1.5,2.0,2.0,2.0,4.0,109.728,64.64124000000001,0.6,1.0,1.0,0.95,1.2437845579554363,2.8358287921383947,,,,,0.90856,0.3608919997995087,0.1641093012861408,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,25.0,7.62,1.5,2.0,3.0,3.0,6.0,137.16,77.12279999999998,0.6,1.0,1.0,0.95,1.1386981254861857,3.8943475891627535,,,,,0.8857,0.368593090603557,0.19573111611683,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,30.0,9.144,1.5,4.0,5.0,6.0,11.0,164.592,89.60436000000001,0.6,1.0,1.0,0.95,1.0564171157176023,6.623735315549366,,,,,0.86284,0.370873418877385,0.2778870774341988,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,35.0,10.668,1.5,3.0,4.0,5.0,9.0,192.02400000000003,102.08592000000002,0.6,1.0,1.0,0.95,0.989730779407201,5.07731889835894,,,,,0.83998,0.3697212971943633,0.2312265538787963,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,40.0,12.192,1.5,4.0,5.0,7.0,12.0,219.456,114.56748,0.6,1.0,1.0,0.95,0.9342633658704876,6.390361422554134,,,,,0.8171200000000001,0.3662585708656592,0.2708259833801233,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,45.0,13.716,1.5,6.0,6.0,7.0,13.0,246.88800000000003,127.04904000000002,0.6,1.0,1.0,0.95,0.8871852363264341,6.574042601178876,,,,,0.79426,0.3611662356041414,0.276382957411585,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,50.0,15.24,1.5,5.0,8.0,11.0,19.0,274.32,139.5306,0.6,1.0,1.0,0.95,0.8465746683009155,9.168403657698915,,,,,0.7714,0.3548816161616161,0.3553496361480095,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,55.0,16.764,1.5,6.0,10.0,13.0,23.0,301.752,152.01216,0.6,1.0,1.0,0.95,0.8110746633161139,10.63318883607425,,,,,0.74854,0.3476984041718767,0.4003479491757927,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,60.0,18.288,1.5,10.0,15.0,21.0,36.0,329.184,164.49372000000002,0.6,1.0,1.0,0.95,0.7796960586796202,15.999363124105804,,,,,0.72568,0.3398211515800116,0.5680021327583069,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,65.0,19.812,1.5,13.0,20.0,25.0,45.0,356.61600000000004,176.97528000000003,0.6,1.0,1.0,0.95,0.7516985213256743,19.281067072003545,,,,,0.70282,0.3313967044780491,0.6729158630188772,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,70.0,21.336,1.5,15.0,22.0,28.0,50.0,384.04800000000006,189.45684000000003,0.6,1.0,1.0,0.95,0.7265154515863593,20.70569037021124,,,,,0.6799599999999999,0.322533211631314,0.719073342824027,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,6,75.0,22.86,1.5,17.0,28.0,30.0,58.0,411.48,201.9384,0.6,1.0,1.0,0.95,0.703704850482913,23.2644823569651,,,,,0.6571,0.3133120836453096,0.8029648315598342,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,5.0,1.524,1.5,1.0,1.0,1.0,2.0,27.432,27.19656,0.6,1.0,1.0,0.8,1.7,1.632,,,,,0.97714,0.230630184417441,0.12829959098368,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,10.0,3.048,1.5,1.0,1.0,1.0,2.0,54.864,39.67812000000001,0.6,1.0,1.0,0.8,1.5875391959832383,1.5240376281439088,,,,,0.95428,0.3087649967609352,0.1250957965437481,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,15.0,4.572,1.5,1.0,1.0,2.0,3.0,82.29599999999999,52.15968,0.6,1.0,1.0,0.8,1.3846261863803828,1.9938617083877512,,,,,0.93142,0.3438786594334934,0.1390470233502397,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,20.0,6.096,1.5,1.0,1.0,2.0,3.0,109.728,64.64124000000001,0.6,1.0,1.0,0.95,1.2437845579554363,2.126871594103796,,,,,0.90856,0.3608919997995087,0.1430010399094202,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,25.0,7.62,1.5,2.0,3.0,3.0,6.0,137.16,77.12279999999998,0.6,1.0,1.0,0.95,1.1386981254861857,3.8943475891627535,,,,,0.8857,0.368593090603557,0.19573111611683,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,30.0,9.144,1.5,4.0,3.0,4.0,7.0,164.592,89.60436000000001,0.6,1.0,1.0,0.95,1.0564171157176023,4.215104291713233,,,,,0.86284,0.370873418877385,0.2053389954973876,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,35.0,10.668,1.5,5.0,5.0,6.0,11.0,192.02400000000003,102.08592000000002,0.6,1.0,1.0,0.95,0.989730779407201,6.20561198688315,,,,,0.83998,0.3697212971943633,0.2652410609011896,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,40.0,12.192,1.5,3.0,4.0,6.0,10.0,219.456,114.56748,0.6,1.0,1.0,0.95,0.9342633658704876,5.325301185461779,,,,,0.8171200000000001,0.3662585708656592,0.2386888433761207,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,45.0,13.716,1.5,3.0,6.0,6.0,12.0,246.88800000000003,127.04904000000002,0.6,1.0,1.0,0.95,0.8871852363264341,6.068347016472808,,,,,0.79426,0.3611662356041414,0.2610944013614153,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,50.0,15.24,1.5,2.0,4.0,4.0,8.0,274.32,139.5306,0.6,1.0,1.0,0.95,0.8465746683009155,3.860380487452175,,,,,0.7714,0.3548816161616161,0.1947143819147883,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,55.0,16.764,1.5,3.0,4.0,7.0,11.0,301.752,152.01216,0.6,1.0,1.0,0.95,0.8110746633161139,5.085438138992034,,,,,0.74854,0.3476984041718767,0.2314707585628836,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,60.0,18.288,1.5,5.0,9.0,9.0,18.0,329.184,164.49372000000002,0.6,1.0,1.0,0.95,0.7796960586796202,7.999681562052902,,,,,0.72568,0.3398211515800116,0.3196636792081125,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,65.0,19.812,1.5,7.0,11.0,14.0,25.0,356.61600000000004,176.97528000000003,0.6,1.0,1.0,0.95,0.7516985213256743,10.711703928890858,,,,,0.70282,0.3313967044780491,0.4027687362586837,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,70.0,21.336,1.5,6.0,8.0,10.0,18.0,384.04800000000006,189.45684000000003,0.6,1.0,1.0,0.95,0.7265154515863593,7.454048533276045,,,,,0.6799599999999999,0.322533211631314,0.3030670595841668,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,75.0,22.86,1.5,7.0,10.0,13.0,23.0,411.48,201.9384,0.6,1.0,1.0,0.95,0.703704850482913,9.225570589830989,,,,,0.6571,0.3133120836453096,0.3571000550098419,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,80.0,24.384,1.5,8.0,12.0,14.0,26.0,438.912,214.41996000000003,0.6,1.0,1.0,0.95,0.682916167896678,10.120817608228766,,,,,0.63424,0.3037957752157028,0.3845726501180495,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,85.0,25.908,1.5,4.0,8.0,8.0,16.0,466.3440000000001,226.90152000000003,0.6,1.0,1.0,0.95,0.6638673308665396,6.054470057502841,,,,,0.61138,0.2940329988290955,0.2606753234238353,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,90.0,27.432,1.5,2.0,2.0,2.0,4.0,493.77600000000007,239.38308000000004,0.6,1.0,1.0,0.95,0.6463284525232131,1.4736288717529258,,,,,0.5885199999999999,0.284062307393154,0.1236003380784457,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,95.0,28.956000000000003,1.5,3.0,4.0,4.0,8.0,521.2080000000001,251.8646400000001,0.6,1.0,1.0,0.95,0.630110040633699,2.873301785289667,,,,,0.56566,0.2739146116085211,0.1652265709193545,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,2,100.0,30.48,1.5,4.0,5.0,6.0,11.0,548.64,264.34619999999995,0.6,1.0,1.0,0.95,0.6150543070953468,3.856390505487824,,,,,0.5428,0.2636149841684881,0.1945949590183103,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,5.0,1.524,1.5,1.0,1.0,2.0,3.0,27.432,27.19656,0.6,1.0,1.0,0.8,1.7,2.448,,,,,0.97714,0.230630184417441,0.15255530196992,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,10.0,3.048,1.5,2.0,2.0,2.0,4.0,54.864,39.67812000000001,0.6,1.0,1.0,0.8,1.5875391959832383,3.048075256287817,,,,,0.95428,0.3087649967609352,0.1704395949034212,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,15.0,4.572,1.5,2.0,2.0,3.0,5.0,82.29599999999999,52.15968,0.6,1.0,1.0,0.8,1.3846261863803828,3.3231028473129194,,,,,0.93142,0.3438786594334934,0.1786499629621812,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,20.0,6.096,1.5,2.0,3.0,4.0,7.0,109.728,64.64124000000001,0.6,1.0,1.0,0.95,1.2437845579554363,4.96270038624219,,,,,0.90856,0.3608919997995087,0.2277800016725976,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,25.0,7.62,1.5,2.0,2.0,3.0,5.0,137.16,77.12279999999998,0.6,1.0,1.0,0.95,1.1386981254861857,3.2452896576356287,,,,,0.8857,0.368593090603557,0.1763261378653764,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,30.0,9.144,1.5,3.0,3.0,4.0,7.0,164.592,89.60436000000001,0.6,1.0,1.0,0.95,1.0564171157176023,4.215104291713233,,,,,0.86284,0.370873418877385,0.2053389954973876,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,35.0,10.668,1.5,4.0,6.0,6.0,12.0,192.02400000000003,102.08592000000002,0.6,1.0,1.0,0.95,0.989730779407201,6.7697585311452535,,,,,0.83998,0.3697212971943633,0.2823088213282848,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,40.0,12.192,1.5,3.0,4.0,4.0,8.0,219.456,114.56748,0.6,1.0,1.0,0.95,0.9342633658704876,4.260240948369424,,,,,0.8171200000000001,0.3662585708656592,0.2066919865830671,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,45.0,13.716,1.5,3.0,5.0,7.0,12.0,246.88800000000003,127.04904000000002,0.6,1.0,1.0,0.95,0.8871852363264341,6.068347016472808,,,,,0.79426,0.3611662356041414,0.2610944013614153,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,50.0,15.24,1.5,2.0,5.0,6.0,11.0,274.32,139.5306,0.6,1.0,1.0,0.95,0.8465746683009155,5.30802317024674,,,,,0.7714,0.3548816161616161,0.2381686671943956,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,55.0,16.764,1.5,3.0,4.0,6.0,10.0,301.752,152.01216,0.6,1.0,1.0,0.95,0.8110746633161139,4.623125580901848,,,,,0.74854,0.3476984041718767,0.2175784524890341,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,60.0,18.288,1.5,5.0,8.0,11.0,19.0,329.184,164.49372000000002,0.6,1.0,1.0,0.95,0.7796960586796202,8.444108315500287,,,,,0.72568,0.3398211515800116,0.3332116785844729,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,65.0,19.812,1.5,6.0,10.0,14.0,24.0,356.61600000000004,176.97528000000003,0.6,1.0,1.0,0.95,0.7516985213256743,10.283235771735225,,,,,0.70282,0.3313967044780491,0.3895691629840651,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,70.0,21.336,1.5,5.0,7.0,9.0,16.0,384.04800000000006,189.45684000000003,0.6,1.0,1.0,0.95,0.7265154515863593,6.625820918467596,,,,,0.6799599999999999,0.322533211631314,0.2779502123275264,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,75.0,22.86,1.5,6.0,9.0,12.0,21.0,411.48,201.9384,0.6,1.0,1.0,0.95,0.703704850482913,8.423347060280468,,,,,0.6571,0.3133120836453096,0.3325781862672827,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,80.0,24.384,1.5,8.0,11.0,13.0,24.0,438.912,214.41996000000003,0.6,1.0,1.0,0.95,0.682916167896678,9.342293176826551,,,,,0.63424,0.3037957752157028,0.3606754659093191,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,85.0,25.908,1.5,3.0,7.0,8.0,15.0,466.3440000000001,226.90152000000003,0.6,1.0,1.0,0.95,0.6638673308665396,5.676065678908913,,,,,0.61138,0.2940329988290955,0.2492570600386415,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,90.0,27.432,1.5,2.0,2.0,3.0,5.0,493.77600000000007,239.38308000000004,0.6,1.0,1.0,0.95,0.6463284525232131,1.8420360896911567,,,,,0.5885199999999999,0.284062307393154,0.134536020289494,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,95.0,28.956000000000003,1.5,3.0,3.0,5.0,8.0,521.2080000000001,251.8646400000001,0.6,1.0,1.0,0.95,0.630110040633699,2.873301785289667,,,,,0.56566,0.2739146116085211,0.1652265709193545,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj (06)",,1,100.0,30.48,1.5,3.0,5.0,5.0,10.0,548.64,264.34619999999995,0.6,1.0,1.0,0.95,0.6150543070953468,3.5058095504434763,,,,,0.5428,0.2636149841684881,0.1841090792573066,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,5.0,1.524,1.5,1.0,1.0,2.0,3.0,27.432,27.19656,0.6,1.0,1.0,0.8,1.7,2.448,,,,,0.97714,0.230630184417441,0.15255530196992,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,10.0,3.048,1.5,1.0,1.0,1.0,2.0,54.864,39.67812000000001,0.6,1.0,1.0,0.8,1.5875391959832383,1.5240376281439088,,,,,0.95428,0.3087649967609352,0.1250957965437481,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,15.0,4.572,1.5,2.0,2.0,2.0,4.0,82.29599999999999,52.15968,0.6,1.0,1.0,0.8,1.3846261863803828,2.658482277850335,,,,,0.93142,0.3438786594334934,0.158823797561977,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,20.0,6.096,1.5,3.0,5.0,7.0,12.0,109.728,64.64124000000001,0.6,1.0,1.0,0.95,1.2437845579554363,8.507486376415184,,,,,0.90856,0.3608919997995087,0.3351459128471952,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,25.0,7.62,1.5,4.0,7.0,8.0,15.0,137.16,77.12279999999998,0.6,1.0,1.0,0.95,1.1386981254861857,9.735868972906886,,,,,0.8857,0.368593090603557,0.3727456132135738,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,30.0,9.144,1.5,6.0,9.0,10.0,19.0,164.592,89.60436000000001,0.6,1.0,1.0,0.95,1.0564171157176023,11.440997363221634,,,,,0.86284,0.370873418877385,0.4252981658866767,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,35.0,10.668,1.5,7.0,8.0,11.0,19.0,192.02400000000003,102.08592000000002,0.6,1.0,1.0,0.95,0.989730779407201,10.718784340979989,,,,,0.83998,0.3697212971943633,0.4029870850994873,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,40.0,12.192,1.5,8.0,10.0,14.0,24.0,219.456,114.56748,0.6,1.0,1.0,0.95,0.9342633658704876,12.780722845108269,,,,,0.8171200000000001,0.3662585708656592,0.4668954670910212,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,45.0,13.716,1.5,10.0,16.0,17.0,33.0,246.88800000000003,127.04904000000002,0.6,1.0,1.0,0.95,0.8871852363264341,16.687954295300223,,,,,0.79426,0.3611662356041414,0.5898578840971952,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,50.0,15.24,1.5,15.0,24.0,26.0,50.0,274.32,139.5306,0.6,1.0,1.0,0.95,0.8465746683009155,24.12737804657609,,,,,0.7714,0.3548816161616161,0.8315519332233002,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,55.0,16.764,1.5,18.0,29.0,21.0,50.0,301.752,152.01216,0.6,1.0,1.0,0.95,0.8110746633161139,23.11562790450925,,,,,0.74854,0.3476984041718767,0.7980487885267977,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,3,60.0,18.288,1.5,21.0,32.0,18.0,50.0,329.184,164.49372000000002,0.6,1.0,1.0,0.95,0.7796960586796202,22.221337672369177,,,,,0.72568,0.3398211515800116,0.7686081527216485,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,2,5.0,1.524,1.5,1.0,1.0,1.0,2.0,27.432,27.19656,0.6,1.0,1.0,0.8,1.7,1.632,,,,,0.97714,0.230630184417441,0.12829959098368,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,2,10.0,3.048,1.5,1.0,1.0,2.0,3.0,54.864,39.67812000000001,0.6,1.0,1.0,0.8,1.5875391959832383,2.286056442215863,,,,,0.95428,0.3087649967609352,0.1477357121999238,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,2,15.0,4.572,1.5,1.0,1.0,1.0,2.0,82.29599999999999,52.15968,0.6,1.0,1.0,0.8,1.3846261863803828,1.3292411389251677,,,,,0.93142,0.3438786594334934,0.1193183355423863,,3.5316,9.81,7.5,1.0,,18.0,9.81
"Executive Engineer, PWD, Sunamgonj, 11.12.2022(03)",,2,20.0,6.096,1.5,2.0,3.0,4.0,7.0,109.728,64.64124000000001,0.6,1.0,1.0,0.95,1.2437845579554363,4.96270038624219,,,,,0.90856,0.3608919997995087,0.2277800016725976,,3.5316,9.81,7.5,1.0,,18.0,9.81
